"Date";"Shift";"Sampling_time";"yard_bal";"crush";"imb_wtr";"imb_temp";"mixj_ds";"mixj_rs";"mol_ds";"mol_rs";"fcake_ds";"fcake_rs";"qty_dsl";"mesh_dsl";"bagtemp_dsl";"qty_dsm";"mesh_dsm";"bagtemp_dsm";"qty_dss";"mesh_dss";"bagtemp_dss";"qty_rsl";"mesh_rsl";"bagtemp_rsl";"qty_rsm";"mesh_rsm";"bagtemp_rsm";"qty_rss";"mesh_rss";"bagtemp_rss";"qty_p20";"bagtemp_p20";"qty_p30";"bagtemp_p30";"qty_p40";"bagtemp_p40";"FBDInlet_TempDS";"FBDInlet_MoistDS";"FBDOutlet_TempDS";"FBDOutlet_MoistDS";"Hopper_TempDS";"Hopper_MoistDS";"FBDInlet_TempRS";"FBDInlet_MoistRS";"FBDOutlet_TempRS";"FBDOutlet_MoistRS";"Hopper_TempRS";"Hopper_MoistRS";"RSDInlet_Temp";"RSDInlet_Moist";"RSDOutlet_Temp";"RSDOutlet_Moist";"timestamp"
"2024-01-24";"C";"7-8 AM";34200.0;101000.0;3838.0;72.0;55923.0;54827.0;2960.0;2080.0;1938.0;1900.0;425.0;91.0;29.0;3740.0;96.0;34.0;600.0;85.0;31.0;357.0;99.0;34.0;3795.0;94.0;33.0;1028.0;85.0;32.0;90.0;26.0;99.0;24.0;110.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-01-25 09:50:42"
"2024-01-25";"C";"7-8 AM";44500.0;92000.0;35810.0;73.0;51970.0;49760.0;3160.0;2405.0;1786.0;1710.0;245.0;87.0;31.0;4860.0;97.0;33.0;600.0;97.0;31.0;819.0;99.0;31.0;3025.0;98.0;33.0;835.0;79.0;32.0;175.0;29.0;125.0;28.0;236.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-01-26 11:05:13"
"2024-01-26";"C";"7-8 AM";34600.0;102000.0;38840.0;75.0;56367.0;55273.0;4480.0;715.0;1957.0;1919.0;330.0;95.0;29.0;4410.0;96.0;34.0;350.0;91.0;30.0;570.0;98.0;31.0;3450.0;94.0;35.0;980.0;82.0;32.0;95.0;0.0;115.0;0.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-01-27 09:48:39"
"2024-01-27";"C";"7-8 AM";34600.0;100200.0;38570.0;74.0;55500.0;54620.0;4240.0;975.0;1919.0;1889.0;355.0;99.02;29.0;4250.0;95.87;32.0;395.0;90.76;31.0;795.0;98.32;32.0;3440.0;92.98;32.0;1043.0;80.85;31.0;140.0;28.0;117.0;28.0;195.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-01-28 09:55:28"
"2024-01-28";"C";"7-8 AM";26400.0;100500.0;38990.0;72.0;56024.0;54376.0;3040.0;2015.0;1938.0;1881.0;310.0;95.86;30.0;4435.0;95.66;34.0;265.0;91.81;28.0;560.0;97.14;33.0;3595.0;94.12;34.0;1125.0;85.04;32.0;150.0;29.0;95.0;29.0;70.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-01-29 09:29:05"
"2024-01-29";"C";"7-8 AM";20700.0;100000.0;38000.0;74.0;55733.0;53547.0;3400.0;2015.0;1938.0;1862.0;555.0;98.03;33.0;4245.0;95.98;33.0;620.0;95.95;30.0;450.0;98.75;32.0;3633.0;96.15;34.0;955.0;86.41;33.0;150.0;30.0;117.0;28.0;135.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-01-30 09:24:36"
"2024-01-30";"C";"7-8 AM";23500.0;100000.0;38120.0;73.0;55825.0;53635.0;3480.0;2470.0;1938.0;1862.0;305.0;93.31;33.0;4155.0;95.97;34.0;580.0;95.42;32.0;480.0;99.51;33.0;3471.0;95.0;33.0;1042.0;75.61;32.0;229.0;33.0;137.0;32.0;216.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-01-31 09:54:14"
"2024-01-31";"C";"7-8 AM";18000.0;99500.0;37710.0;72.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-01 10:54:18"
"2024-01-31";"C";"7-8 AM";0.0;0.0;0.0;0.0;50000.0;49500.0;3200.0;2080.0;1900.0;1881.0;305.0;95.0;29.0;4155.0;98.0;33.0;580.0;96.0;30.0;480.0;99.0;32.0;3471.0;96.0;33.0;1042.0;0.0;0.0;229.0;31.0;137.0;32.0;216.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-01 10:58:32"
"2024-02-01";"C";"7-8 AM";14700.0;95500.0;36730.0;72.0;51557.0;53203.0;2800.0;1950.0;1786.0;1846.0;520.0;92.0;28.0;4017.0;95.0;33.0;313.0;98.0;29.0;690.0;98.0;32.0;3647.0;95.0;35.0;957.0;76.0;33.0;185.0;31.0;199.0;32.0;207.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-02 10:09:01"
"2024-02-02";"C";"7-8 AM";17800.0;100100.0;37948.0;73.0;54600.0;0.0;3000.0;2015.0;1900.0;1904.0;310.0;91.0;36.0;4330.0;98.0;36.0;70.0;0.0;0.0;640.0;99.0;37.0;3675.0;95.0;37.0;1020.0;84.0;37.0;145.0;35.0;80.0;34.0;185.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-03 10:31:15"
"2024-02-03";"C";"7-8 AM";21200.0;100000.0;38080.0;73.0;54550.0;54550.0;3360.0;2145.0;19040.0;19040.0;275.0;92.0;32.0;4295.0;96.0;37.0;730.0;96.0;34.0;635.0;99.0;37.0;3705.0;95.0;36.0;960.0;83.0;35.0;180.0;34.0;70.0;35.0;135.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-04 09:23:21"
"2024-02-04";"C";"7-8 AM";9300.0;93500.0;35720.0;72.0;46000.0;47500.0;3240.0;2015.0;1748.0;1805.0;220.0;0.0;0.0;3761.0;0.0;0.0;280.0;0.0;0.0;535.0;0.0;0.0;3408.0;0.0;0.0;1117.0;0.0;0.0;199.0;0.0;137.0;0.0;236.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-05 09:46:26"
"2024-02-05";"C";"7-8 AM";19500.0;94000.0;36360.0;73.0;50698.0;52902.0;2920.0;2015.0;1748.0;1824.0;433.0;0.0;0.0;3898.0;0.0;0.0;610.0;0.0;0.0;655.0;0.0;0.0;3432.0;0.0;0.0;1098.0;0.0;0.0;140.0;0.0;138.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-06 09:16:23"
"2024-02-06";"C";"7-8 AM";23300.0;100400.0;38850.0;72.0;54990.0;55430.0;3120.0;2275.0;1900.0;1915.0;340.0;0.0;0.0;3835.0;0.0;0.0;565.0;0.0;0.0;720.0;0.0;0.0;2523.0;0.0;0.0;936.0;0.0;0.0;1120.0;0.0;95.0;0.0;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-07 09:58:04"
"2024-02-07";"C";"7-8 AM";24600.0;100400.0;38770.0;7273.0;56115.0;54355.0;3000.0;2080.0;1938.0;1877.0;347.0;0.0;0.0;4046.0;0.0;0.0;405.0;0.0;0.0;525.0;0.0;0.0;3432.0;0.0;0.0;1230.0;0.0;0.0;174.0;0.0;95.0;0.0;211.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-08 09:19:35"
"2024-02-08";"C";"7-8 AM";47800.0;42500.0;16510.0;72.0;22038.0;24792.0;2800.0;845.0;760.0;855.0;139.0;0.0;0.0;1556.0;0.0;0.0;173.0;0.0;0.0;270.0;0.0;0.0;1505.0;0.0;0.0;532.0;0.0;0.0;230.0;0.0;160.0;0.0;253.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-09 09:28:28"
"2024-02-09";"C";"12-1 AM";29800.0;101000.0;38700.0;72.0;55762.0;54668.0;3120.0;2275.0;1938.0;1894.0;705.0;92.0;35.0;3998.0;96.0;38.0;445.0;99.0;33.0;585.0;99.0;34.0;3047.0;97.0;37.0;998.0;82.0;37.0;294.0;32.0;150.0;31.0;207.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-10 09:17:44"
"2024-02-10";"C";"7-8 AM";26600.0;100500.0;39090.0;73.0;56000.0;54360.0;2920.0;1885.0;1938.0;1881.0;540.0;91.0;34.0;4136.0;97.0;35.0;404.0;95.0;32.0;695.0;99.0;35.0;3220.0;96.0;36.0;1049.0;83.0;35.0;171.0;32.0;105.0;31.0;195.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-11 09:48:08"
"2024-02-11";"C";"7-8 AM";22900.0;100500.0;38980.0;73.0;56156.0;54504.0;3400.0;2015.0;1938.0;1881.0;544.0;0.0;0.0;4060.0;0.0;0.0;393.0;0.0;0.0;740.0;0.0;0.0;3528.0;0.0;0.0;840.0;0.0;0.0;291.0;0.0;219.0;0.0;392.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-12 09:22:13"
"2024-02-12";"C";"7-8 AM";18600.0;100500.0;39000.0;73.0;54975.0;55525.0;3360.0;2145.0;1900.0;1919.0;390.0;87.94;32.0;4090.0;95.0;36.0;445.0;94.0;33.0;558.0;98.0;35.0;3670.0;95.0;36.0;1127.0;86.0;36.0;207.0;30.0;220.0;31.0;263.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-13 09:27:57"
"2024-02-13";"C";"7-8 AM";43500.0;69000.0;26620.0;72.0;36300.0;39600.0;2680.0;1820.0;1254.0;1368.0;295.0;88.0;36.0;2924.0;97.0;36.0;326.0;98.0;35.0;500.0;98.0;37.0;2889.0;97.0;38.0;926.0;79.0;38.0;170.0;30.0;126.0;31.0;171.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-14 09:31:52"
"2024-02-14";"C";"7-8 AM";27500.0;101000.0;38950.0;73.0;54723.0;55817.0;3280.0;2145.0;1900.0;1938.0;515.0;0.0;0.0;4393.0;0.0;0.0;102.0;0.0;0.0;525.0;0.0;0.0;3325.0;0.0;0.0;1650.0;0.0;0.0;66.0;32.0;121.0;30.0;64.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-15 09:44:47"
"2024-02-15";"C";"7-8 AM";17700.0;100500.0;38920.0;73.0;54935.0;55485.0;3160.0;2275.0;1900.0;1919.0;390.0;0.0;0.0;4110.0;0.0;0.0;590.0;0.0;0.0;680.0;0.0;0.0;3694.0;0.0;0.0;1026.0;0.0;0.0;160.0;31.0;110.0;32.0;265.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-16 09:57:28"
"2024-02-16";"C";"7-8 AM";5800.0;97000.0;37600.0;72.0;52488.0;53582.0;3440.0;1950.0;1824.0;1862.0;425.0;92.0;31.0;4025.0;97.0;36.0;450.0;98.0;34.0;580.0;96.0;39.0;3261.0;99.0;35.0;1108.0;73.0;36.0;99.0;32.0;99.0;31.0;99.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-17 10:36:57"
"2024-02-17";"C";"7-8 AM";8600.0;100000.0;38100.0;72.0;55804.0;53616.0;3240.0;2470.0;1938.0;1862.0;380.0;0.0;0.0;4285.0;0.0;0.0;340.0;0.0;0.0;675.0;0.0;0.0;3475.0;0.0;0.0;1216.0;0.0;0.0;188.0;0.0;89.0;0.0;192.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-18 10:07:30"
"2024-02-18";"C";"7-8 AM";16700.0;100000.0;38920.0;76.0;55998.0;53802.0;3200.0;2210.0;1938.0;1862.0;333.0;93.0;36.0;4215.0;96.0;37.0;459.0;94.0;29.0;580.0;99.0;34.0;3270.0;95.0;38.0;1053.0;82.0;38.0;290.0;30.0;120.0;30.0;237.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-19 09:34:05"
"2024-02-19";"C";"7-8 AM";19500.0;100400.0;38600.0;75.0;55673.0;53927.0;3280.0;2210.0;1938.0;1877.0;0.0;0.0;0.0;4337.0;96.0;36.0;715.0;89.0;34.0;630.0;99.0;38.0;3700.0;96.0;38.0;1212.0;83.0;36.0;111.0;37.0;99.0;36.0;143.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-20 10:03:50"
"2024-02-20";"C";"7-8 AM";33900.0;100600.0;38640.0;75.0;55750.0;54220.0;3200.0;2405.0;1836.0;1786.0;330.0;0.0;0.0;4420.0;0.0;0.0;350.0;0.0;0.0;670.0;0.0;0.0;3313.0;0.0;0.0;1110.0;0.0;0.0;277.0;36.0;102.0;37.0;255.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-21 09:21:30"
"2024-02-21";"C";"7-8 AM";45300.0;100000.0;39200.0;75.0;56360.0;54150.0;3440.0;2275.0;1836.0;1764.0;675.0;94.0;34.0;4270.0;97.0;37.0;335.0;85.0;35.0;620.0;98.0;35.0;3172.0;97.0;37.0;1311.0;75.0;38.0;169.0;34.0;148.0;37.0;148.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-22 09:37:31"
"2024-02-22";"C";"7-8 AM";51800.0;95900.0;38270.0;72.0;54544.0;52206.0;3280.0;2210.0;1764.0;1688.0;735.0;0.0;0.0;3052.0;0.0;0.0;670.0;0.0;0.0;660.0;0.0;0.0;3359.0;0.0;0.0;1093.0;0.0;0.0;314.0;35.0;137.0;35.0;277.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-23 09:46:57"
"2024-02-23";"C";"7-8 AM";48200.0;100200.0;39600.0;72.0;56268.0;54282.0;3360.0;2470.0;1836.0;1771.0;465.0;0.0;0.0;4085.0;0.0;0.0;575.0;0.0;0.0;610.0;0.0;0.0;3542.0;0.0;0.0;1190.0;0.0;0.0;80.0;36.0;15.0;36.0;343.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-24 10:03:40"
"2024-02-24";"C";"7-8 AM";42600.0;100000.0;39650.0;71.0;56375.0;54165.0;3160.0;2015.0;1836.0;1764.0;449.0;0.0;0.0;4505.0;0.0;0.0;431.0;0.0;0.0;591.0;0.0;0.0;3029.0;0.0;0.0;1034.0;0.0;0.0;302.0;34.0;75.0;35.0;424.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-25 09:13:07"
"2024-02-25";"C";"7-8 AM";34900.0;100500.0;39820.0;72.0;56875.0;54115.0;3240.0;2080.0;1854.0;1764.0;510.0;87.25;33.0;4635.0;95.0;37.0;380.0;95.0;35.0;635.0;99.0;36.0;3635.0;93.0;38.0;1088.0;80.0;38.0;364.0;33.0;51.0;30.0;424.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-26 09:22:48"
"2024-02-26";"C";"7-8 AM";15400.0;100200.0;39920.0;75.0;55190.0;55410.0;3280.0;2080.0;1800.0;1807.0;315.0;91.0;34.0;3818.0;95.0;36.0;412.0;98.0;33.0;561.0;99.0;36.0;4054.0;96.0;38.0;1182.0;87.0;37.0;180.0;33.0;75.0;31.0;292.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-27 10:31:39"
"2024-02-27";"C";"7-8 AM";3600.0;98000.0;39150.0;76.0;54200.0;54200.0;3360.0;3250.0;1764.0;1964.0;480.0;92.0;36.0;4970.0;97.0;38.0;150.0;98.0;36.0;654.0;99.0;36.0;3673.0;93.0;38.0;1105.0;82.0;38.0;99.0;32.0;97.0;32.0;99.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-28 09:48:38"
"2024-02-28";"C";"7-8 AM";6100.0;96500.0;38500.0;74.0;52792.0;54458.0;3360.0;3575.0;1710.0;1764.0;300.0;96.0;35.0;3930.0;97.0;36.0;600.0;95.0;34.0;447.0;99.0;35.0;3940.0;96.0;38.0;1070.0;81.0;39.0;182.0;33.0;121.0;32.0;252.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-29 14:57:29"
"2024-02-28";"C";"7-8 AM";6100.0;96500.0;38500.0;74.0;52792.0;54458.0;3360.0;3575.0;1710.0;1764.0;300.0;96.0;35.0;3930.0;97.0;36.0;600.0;95.0;34.0;447.0;99.0;35.0;3940.0;96.0;38.0;1070.0;81.0;39.0;182.0;33.0;121.0;32.0;252.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-02-29 14:57:29"
"2024-02-29";"C";"7-8 AM";5000.0;96600.0;39320.0;73.0;54681.0;53119.0;3240.0;3250.0;1764.0;1714.0;270.0;0.0;0.0;4680.0;0.0;0.0;550.0;0.0;0.0;461.0;0.0;36.0;3851.0;0.0;40.0;1051.0;0.0;38.0;75.0;32.0;41.0;33.0;215.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-03-01 09:32:29"
"2024-03-01";"C";"7-8 AM";34900.0;35500.0;14810.0;75.0;20180.0;19620.0;1440.0;1300.0;648.0;630.0;238.0;0.0;0.0;2370.0;0.0;0.0;163.0;0.0;0.0;245.0;0.0;0.0;1760.0;0.0;0.0;515.0;0.0;0.0;30.0;33.0;0.0;0.0;50.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-03-02 11:02:23"
"2024-03-02";"C";"7-8 AM";7000.0;96000.0;38690.0;76.0;52581.0;54819.0;3440.0;2145.0;1692.0;1764.0;290.0;0.0;0.0;3895.0;0.0;0.0;317.0;0.0;0.0;949.0;0.0;0.0;3285.0;0.0;0.0;835.0;0.0;0.0;70.0;32.0;45.0;35.0;162.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-03-03 11:11:53"
"2024-03-03";"C";"7-8 AM";3000.0;67200.0;27750.0;74.0;37602.0;38508.0;2880.0;2015.0;1195.0;1224.0;250.0;97.0;35.0;3425.0;97.0;36.0;455.0;94.0;35.0;867.0;99.0;35.0;3170.0;97.0;37.0;605.0;83.0;36.0;138.0;29.0;47.0;30.0;175.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-03-04 10:17:09"
"2024-03-04";"C";"7-8 AM";21900.0;70300.0;28290.0;75.0;38691.0;40609.0;2080.0;1300.0;1235.0;1296.0;105.0;99.0;35.0;2882.0;98.0;36.0;145.0;90.0;35.0;390.0;99.0;35.0;1909.0;97.0;36.0;575.0;85.0;37.0;140.0;32.0;44.0;30.0;193.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-03-05 10:19:35"
"2024-03-05";"C";"7-8 AM";30300.0;100300.0;39960.0;75.0;55247.0;57153.0;2560.0;2015.0;1775.0;1836.0;542.0;97.0;34.0;3620.0;97.0;36.0;235.0;86.0;33.0;620.0;99.0;35.0;3588.0;95.0;37.0;972.0;90.0;37.0;94.0;32.0;163.0;30.0;213.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-03-06 10:11:29"
"2024-03-06";"C";"7-8 AM";33400.0;100000.0;40230.0;75.0;55925.0;55925.0;2720.0;2145.0;1800.0;1800.0;105.0;95.0;35.0;3655.0;98.0;36.0;415.0;93.0;34.0;630.0;99.0;35.0;3295.0;96.0;37.0;773.0;94.0;38.0;135.0;35.0;80.0;31.0;262.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2024-03-07 10:08:04"
