"Date";"start_time";"end_Time";"section";"sub_section";"machinery";"category";"remarks";"created_at";"timestamp"
"2024-04-13";"2024-04-14 02:30:00";"2024-04-14 02:35:00";"Grid";"OTHERS";"Others";"Electrical";"30.85 STG Grid breaker auto tripped at 02:30AM due to heavy jerk observed from grid side and again sync with grid at 02:35AM .";"2024-04-14 16:47:26";"2024-04-14 16:47:26"
"2024-04-05";"2024-04-06 04:21:00";"2024-04-06 05:08:00";"Grid";"132 KV TRANSMISSION LINE";"Transmission Line";"Electrical";"30 MW GRID breaker auto tripped at 04:21AM due to 132 KV Dhaurhar S/S blackout on a/c of tripping of 132KV Dhaurahra - Nighasan Tr. Line from Nighasan s/s. Grid resumed at 05:08AM & STG synch with grid at 05:08AM";"2024-04-14 16:50:15";"2024-04-14 16:50:15"
"2024-11-24";"2024-11-24 19:29:00";"2024-11-24 19:33:00";"Grid";"OTHERS";"Others";"Electrical";"GRID Breaker auto tripped at 07:29PM due to grid fluctuation on account of tripping of 33 KV Beltua feeder from Dhaurahra substation. Again STG synch with grid at 07:33PM.";"2024-11-25 11:48:38";"2024-11-25 11:48:38"
"2024-11-20";"2024-11-20 11:43:00";"2024-11-20 14:28:00";"30.85 MW Turbine";"TURBINE & GENERATOR";"LP Actuator";"Instrumentation";"30 MW STG set manually stopped at 11:43AM due to LP Actuator replacement, STG sync with Grid at 02:28PM.";"2024-11-25 11:53:20";"2024-11-25 11:53:20"
"2024-11-19";"2024-11-19 20:38:00";"2024-11-19 20:39:00";"Grid";"OTHERS";"Others";"Electrical";"30MW GRID Breaker auto tripped at 08:38PM due to heavy jerk observed from grid ,Again STG Sync. with Grid at 08:39PM.";"2024-11-25 11:55:13";"2024-11-25 11:55:13"
"2024-11-18";"2024-11-18 19:10:00";"2024-11-18 19:11:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30MW STG Set GRID Breaker auto tripped at 07:10PM.due to heavy jerk observed from Grid on a/c of 132KV Palia Tr. Line tripped from Nighasan substation.Again STG Sync. with Grid at 07:11PM.";"2024-11-25 11:56:40";"2024-11-25 11:56:40"
"2024-11-17";"2024-11-17 09:04:00";"2024-11-17 09:48:00";"35 TPH Boiler";"FUEL HANDLING SYSTEM";"Dist Belt Conveyor-1 (DBC-1)";"Mechanical";"4MW STG Breaker manually open at 09:04AM due to Bagasse jammed DBC-1 discharge chute ,again STG synch.with GRID at 09:48AM.";"2024-11-25 11:59:24";"2024-11-25 11:59:24"
"2024-11-17";"2024-11-18 04:38:00";"2024-11-18 04:39:00";"Grid";"OTHERS";"Others";"Electrical";"30MW GRID Breaker auto tripped at 04:38AM due to heavy jerk observed from grid ,Again STG Sync. with Grid at 04:39AM.";"2024-11-25 12:00:48";"2024-11-25 12:00:48"
"2024-11-13";"2024-11-13 11:13:00";"2024-11-13 11:22:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30MW GRID Breaker manually tripped at 11:13AM to 11:22AM due to grid changeover from Dhaurahra substation.";"2024-11-25 12:02:53";"2024-11-25 12:02:53"
"2024-11-13";"2024-11-13 17:57:00";"2024-11-13 18:07:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30MW GRID Breaker manually tripped at 05:57PM to 06:07PM due to grid changeover from Dhaurahra substation.";"2024-11-25 12:04:01";"2024-11-25 12:04:01"
"2024-11-13";"2024-11-13 23:10:00";"2024-11-14 00:02:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30MW GRID Breaker Auto  tripped at 11:10PM due to GSML transmission line tripped from dhaurahra substation. Grid supply resumed at 12:01AM and again STG  Sync. with Grid at 12:02AM.";"2024-11-25 12:05:31";"2024-11-25 12:05:31"
"2024-11-12";"2024-11-13 06:39:00";"2024-11-13 06:50:00";"Grid";"OTHERS";"Others";"Electrical";"30MW GRID Breaker auto tripped at 06:39AM due to heavy jerk observed from grid ,Again STG Sync. with Grid at 06:50AM.";"2024-11-25 12:07:11";"2024-11-25 12:07:11"
"2024-11-10";"2024-11-11 06:00:00";"2024-11-11 06:02:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30MW STG Set GRID Breaker auto tripped at 06:00AM  due to heavy jerk observed from Grid on a/c of 220KV kandauli Tr. Line tripped from Nighasan substation.";"2024-11-25 12:08:56";"2024-11-25 12:08:56"
"2024-11-07";"2024-11-08 04:56:00";"2024-11-08 05:19:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30MW STG Set GRID Breaker auto tripped at 04:56AM due to 132KV Dhaurhara Substation blackout on a/c of 132KV Dhaurhara -Nighasan Tr. Line tripped from Nighasan substation ,Grid Resume & STG Sync. With Grid at 05:19AM.";"2024-11-25 12:10:35";"2024-11-25 12:10:35"
"2024-11-04";"2024-11-05 01:17:00";"2024-11-05 16:07:00";"35 TPH Boiler";"OTHERS";"Furnace Tubes";"Mechanical";"35TPH Boiler and 4MW STG stopped at 01:17AM due to Boiler tube leakage.";"2024-11-25 12:14:01";"2024-11-25 12:14:01"
"2024-11-02";"2024-11-02 18:24:00";"2024-11-02 18:25:00";"Grid";"OTHERS";"Others";"Electrical";"30 MW STG Grid breaker auto tripped at 06:24PM due to heavy jerk observed from grid side, STG synch. with grid at 06:25PM.";"2024-11-25 12:15:12";"2024-11-25 12:15:12"
"2024-11-01";"2024-11-02 06:24:00";"2024-11-02 06:26:00";"Grid";"OTHERS";"Others";"Electrical";"30 MW STG Grid breaker auto tripped at 06:24AM due to heavy jerk observed from grid side, STG synch. with grid at 06:26AM.";"2024-11-25 12:16:24";"2024-11-25 12:16:24"
"2024-10-28";"2024-10-28 17:13:00";"2024-10-30 13:00:00";"150 TPH Boiler";"OTHERS";"Furnace Tubes, Boiler Bank, super Heater & Eco";"Mechanical";"30 MW STG set & 150TPH Boiler manually stopped at 05:13 PM due to Tube Leakage ecnomiser outlet below LTSH Header.";"2024-11-25 12:20:25";"2024-11-25 12:20:25"
"2024-10-29";"2024-10-29 22:15:00";"2024-10-29 23:26:00";"35 TPH Boiler";"FUEL HANDLING SYSTEM";"Dist Belt Conveyor-1 (DBC-1)";"Mechanical";"4MW STG manually Open at 10:15PM due to Bagasse Jamm in DBC-1 ,again STG synch.with GRID at 11:26 PM.";"2024-11-25 12:25:46";"2024-11-25 12:25:46"
"2024-10-27";"2024-10-28 01:11:00";"2024-10-28 01:13:00";"Grid";"OTHERS";"Others";"Electrical";" 30 MW STG Grid breaker auto tripped at 01:11 AM to 01:13AM due to heavy jerk observed from grid side.";"2024-11-25 12:27:06";"2024-11-25 12:27:06"
"2024-11-25";"2024-11-26 03:08:00";"2024-11-26 03:09:00";"Grid";"OTHERS";"Others";"Electrical";"GRID Breaker auto tripped at 03:08AM to 03:09AM due to heavy jerk observed from grid side.";"2024-11-29 12:22:03";"2024-11-29 12:22:03"
"2024-11-25";"2024-11-26 06:34:00";"2024-11-26 06:35:00";"Grid";"OTHERS";"Others";"Electrical";"GRID Breaker auto tripped at 6:34AM to 06:35AM due to heavy jerk observed from grid side.";"2024-11-29 12:23:57";"2024-11-29 12:23:57"
"2024-11-26";"2024-11-27 03:07:00";"2024-11-27 03:08:00";"Grid";"OTHERS";"Others";"Electrical";" 30MW GRID Breaker auto tripped at 03:07AM due to heavy jerk observed from grid ,Again STG Sync. with Grid at 03:08AM.";"2024-11-29 12:25:41";"2024-11-29 12:25:41"
"2024-11-29";"2024-11-29 17:39:00";"2024-11-29 17:40:00";"Grid";"OTHERS";"Others";"Electrical";"30MW GRID Breaker auto tripped at 05:39PM due to heavy jerk observed from grid ,Again STG Sync. with Grid at 05:40PM.";"2024-11-30 17:49:25";"2024-11-30 17:49:25"
"2024-12-06";"2024-12-07 01:16:00";"2024-12-07 01:28:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30MW GRID Breaker auto  tripped at 01:16AM due to GSMA Transmission line tripped from Dhaurahra substation. Grid supply resumed  & STG  Sync. with Grid at 01:28AM.";"2024-12-07 17:11:52";"2024-12-07 17:11:52"
"2024-12-07";"2024-12-07 09:39:00";"2024-12-07 11:15:00";"3MW Turbine (Old)";"OTHERS";"Others";"Electrical";"3MW old STG set tripped at 09:39AM due to Voltage fluctuation which was synch with grid ,STG set started & synch with GRID at 11:15AM .";"2024-12-10 11:00:54";"2024-12-10 11:00:54"
"2024-12-07";"2024-12-07 11:39:00";"2024-12-07 12:15:00";"3MW Turbine (New)";"OTHERS";"Others";"Electrical";"3MW old STG set & 2.5MVA Transformer tripped at 11:39AM on overload due to which 3MW New STG set tripped because of 70TPH boiler Aux equipments supply failure, system restore at 12:15PM.";"2024-12-10 11:02:27";"2024-12-10 11:02:27"
"2024-12-11";"2024-12-12 00:18:00";"2024-12-12 00:19:00";"Grid";"OTHERS";"Others";"Electrical";"30MW GRID Breaker auto tripped at 12:18AM due to heavy jerk observed from grid ,Again STG Sync. with Grid at 12:19AM.";"2024-12-15 18:49:12";"2024-12-15 18:49:12"
"2024-12-12";"2024-12-12 09:42:00";"2024-12-12 16:20:00";"3MW Turbine (Old)";"MILL - GENERAL CLEANING";"Others";"Other";"3 MW Old_STG set stopped at 09:42 AM  due to Schedule General Cleaning of Mill. STG set started and synch. with Grid at 04:20PM";"2024-12-15 18:51:37";"2024-12-15 18:51:37"
"2024-12-12";"2024-12-12 09:18:00";"2024-12-12 17:13:00";"3MW Turbine (New)";"OTHERS";"Others";"Other";"3 MW NEW_STG set stopped at 09:18 AM  due to Schedule General Cleaning of Mill. STG set started and taken in load at 05:13PM";"2024-12-15 18:52:39";"2024-12-15 18:52:39"
"2024-12-15";"2024-12-15 10:46:00";"2024-12-15 12:30:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30.85 MW GRID Breaker manually tripped at 10:46AM to 12:30PM due to grid changeover from Dhaurahra substation and also during  grid changeover 132KV Nanpara End  SF6 breaker failure caused delay to resume grid supply.";"2024-12-16 10:56:37";"2024-12-16 10:56:37"
"2024-12-18";"2024-12-19 06:20:00";"2024-12-19 07:10:00";"30.85 MW Turbine";"OIL PUMP";"Auxillery Oil Pump-2 (AOP-2)";"Other";"30MW STG SET Turbine Auto Tripped at 06:20AM due to Control oil pressure  Low. Again STG set Sync with Grid at 07:10 AM.";"2024-12-21 18:53:12";"2024-12-21 18:53:12"
"2024-12-30";"2024-12-30 19:30:00";"2024-12-30 19:40:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30MW GRID Breaker auto tripped at 07:30PM due to Dhaurahra- Nighasan Transmission line tripped from Dhaurahra substation. Grid supply resumed & STG .Sync. with Grid at 07:40PM.";"2025-01-02 18:54:08";"2025-01-02 18:54:08"
"2024-12-31";"2024-12-31 13:48:00";"2024-12-31 13:58:00";"Grid";"OTHERS";"Others";"Electrical";"GRID Breaker auto tripped at 01:48PM to 01:58PM due to heavy jerk observed from grid side.";"2025-01-02 18:55:50";"2025-01-02 18:55:50"
"2024-12-31";"2024-12-31 17:29:00";"2024-12-31 17:30:00";"Grid";"OTHERS";"Others";"Electrical";"GRID Breaker auto tripped at 05:29PM to 05:30PM due to heavy jerk observed from grid side.";"2025-01-02 18:56:57";"2025-01-02 18:56:57"
"2025-01-01";"2025-01-01 18:15:00";"2025-01-01 19:53:00";"3MW Turbine (Old)";"OTHERS";"Others";"Electrical";"3MW_OLD STG auto  tripped at 06:15Pm at Voltage control over current relay acted due to GRID fluctuation . Again STG started & synch with grid at 07:53PM.";"2025-01-02 18:59:21";"2025-01-02 18:59:21"
"2025-01-01";"2025-01-01 19:06:00";"2025-01-01 20:29:00";"3MW Turbine (New)";"FUEL HANDLING SYSTEM";"Main Bagasse Carrier (MBC)";"Electrical";"3MW_NEW STG manually stopped at 07:06PM due to 70TPH Boiler steam pressure low on account of MBC conveyor tripped during 3MW_old STG set synchronization. Again STG taken in line at 08:29PM.";"2025-01-02 19:01:57";"2025-01-02 19:01:57"
"2024-12-23";"2024-12-24 05:46:00";"2024-12-24 05:48:00";"Grid";"OTHERS";"Others";"Electrical";"Grid Breaker auto tripped  at 05:46AM due to heavy jerk observed from grid side. Again STG synced with grid at 05:48AM .";"2025-01-02 19:05:48";"2025-01-02 19:05:48"
"2025-01-02";"2025-01-03 05:03:00";"2025-01-03 07:30:00";"3MW Turbine (Old)";"OTHERS";"Others";"Electrical";"3MW_OlD STG stopped at 05:03AM due to Boiler LSP low on account of cable fault of boiler MCC panel occurs boiler auxiliary failed, Again 3MW_OLD STG  started & synch with grid at 07:30AM.";"2025-01-05 12:49:51";"2025-01-05 12:49:51"
"2025-01-02";"2025-01-03 05:10:00";"2025-01-03 19:26:00";"3MW Turbine (New)";"OTHERS";"Others";"Electrical";"3MW_NEW STG stopped at 05:10AM due to Boiler LSP low on account of cable fault of boiler  MCC panel occurs boiler auxiliary failed. 3 MW NEW_STG set started and taken on load at 07:26PM ";"2025-01-05 12:51:37";"2025-01-05 12:51:37"
"2025-01-03";"2025-01-03 09:40:00";"2025-01-03 14:43:00";"150 TPH Boiler";"FUEL HANDLING SYSTEM";"Slat chain Conveyor";"Mechanical";"30.85MW STG manually stopped at 09:04AM due to bagasse accumulated at slate chain conveyor on a/c of fluid coupling failure , again STG set started & synch with GRID at 02:43PM .";"2025-01-05 12:53:04";"2025-01-05 12:53:04"
"2025-01-03";"2025-01-03 13:40:00";"2025-01-03 19:03:00";"3MW Turbine (Old)";"MILL - GENERAL CLEANING";"Others";"Electrical";"3 MW Old_STG set stopped at 01:40 PM to 07:03PM for Schedule General Cleaning of Mill.";"2025-01-05 12:54:01";"2025-01-05 12:54:01"
"2025-01-07";"2025-01-08 03:39:00";"2025-01-08 03:46:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30.85MW GRID breaker auto tripped at 03:39AM due to 132 KV GSMA Tr. line tripped from Dhaurhara Substation, again STG Sync. with GRID at 03:46AM .";"2025-01-09 16:10:46";"2025-01-09 16:10:46"
"2025-01-07";"2025-01-08 04:47:00";"2025-01-08 05:01:00";"Grid";"132 KV TRANSMISSION LINE";"Others";"Electrical";"30.85MW STG GRID breaker auto  tripped at 04:47AM due to Grid failure from Nighasan Substation because 132KV Dhaurahra Nighasan Tr. line tripped . Grid resumed and STG sync with Grid at 05:01 AM .";"2025-01-09 16:11:53";"2025-01-09 16:11:53"
"2025-01-09";"2025-01-09 16:20:00";"2025-01-09 17:06:00";"3MW Turbine (Old)";"TURBINE & GENERATOR";"Others";"Electrical";"3MW_OLD STG stopped at 04:20PM due to Governor KW Transducer replacement , Again 3MW_OLD STG  started & sync. with grid at 05:06PM.";"2025-01-10 12:48:37";"2025-01-10 12:48:37"
"2025-01-14";"2025-01-15 03:56:00";"2025-01-15 03:58:00";"Grid";"OTHERS";"Others";"Electrical";"30.85 MW STG set Grid Breaker auto tripped  at 03:56AM due to heavy jerk observed from grid side. Again STG synced with grid at 03:58AM .";"2025-01-16 09:52:38";"2025-01-16 09:52:38"
"2025-01-28";"2025-01-28 13:12:00";"2025-01-28 13:13:00";"Grid";"OTHERS";"Others";"Electrical";"30MW GRID Breaker auto tripped at 01:12PM due to heavy jerk observed from grid side ,Again STG Sync. with Grid at 01:13PM.";"2025-01-29 13:34:56";"2025-01-29 13:34:56"
"2025-01-28";"2025-01-28 09:48:00";"2025-01-28 17:11:00";"3MW Turbine (Old)";"MILL - GENERAL CLEANING";"Others";"Other";"3 MW Old_STG set stopped at 09:48 AM to 05:11PM for Schedule General Cleaning of Mill.";"2025-01-29 13:36:41";"2025-01-29 13:36:41"
"2025-01-28";"2025-01-28 09:19:00";"2025-01-28 17:31:00";"3MW Turbine (New)";"MILL - GENERAL CLEANING";"Others";"Other";" 3 MW NEW_STG set stopped at 09:19AM to 05:31PM for Schedule General Cleaning of Mill.";"2025-01-29 13:37:39";"2025-01-29 13:37:39"
"2025-01-29";"2025-01-29 21:15:00";"2025-01-30 12:02:00";"4MW Turbine";"COOLING WATER SYSTEM";"Others";"Mechanical";"4MW STG set Stopped at 09:15PM due to Generator cooler leakage and Sync with grid at 12:02PM ";"2025-02-01 16:50:50";"2025-02-01 16:50:50"
"2025-02-14";"2025-02-15 04:48:00";"2025-02-15 05:01:00";"35 TPH Boiler & 4MW Turbine";"FUEL HANDLING SYSTEM";"Dist Belt Conveyor-1 (DBC-1)";"Mechanical";"4MW STG Breaker manually opened at 04:48AM due to LSP on a/c of Bagasse jammed on DBC-1 discharge chute ,again STG set synch.with GRID at 05:10AM.";"2025-02-16 11:29:27";"2025-02-16 11:29:27"
"2025-03-02";"2025-03-02 12:59:00";"2025-03-02 13:01:00";"Grid";"OTHERS";"Others";"Electrical";"30.85 MW GRID Breaker auto tripped at 12:59PM due to heavy jerk observed from grid on a/c of 33kv Kailashpuri rural feeder tripped at Dhaurhara s/s  ,Again STG Sync. with Grid at 01:01PM.";"2025-03-05 18:54:38";"2025-03-05 18:54:38"
"2025-03-05";"2025-03-05 16:17:00";"2025-03-05 16:18:00";"Grid";"OTHERS";"Others";"Electrical";"30.85MW GRID Breaker auto tripped at 04:17PM due to heavy jerk observed from grid side ,Again STG Sync. with Grid at 04:18PM.";"2025-03-10 11:29:31";"2025-03-10 11:29:31"
"2025-03-10";"2025-03-10 17:24:00";"2025-03-10 17:58:00";"30.85 MW Turbine";"TURBINE & GENERATOR";"Temp. Monitoring System";"Instrumentation";"30.85MW STG Set Turbine Auto Tripped at 05:24PM due to Alternator DE Side Bearing RTD Malfunctioning , Again STG set Started & Sync with Grid at 05:58 PM.";"2025-03-12 16:28:46";"2025-03-12 16:28:46"
"2025-03-14";"2025-03-15 05:45:00";"2025-03-15 12:45:00";"3MW Turbine (Old)";"OTHERS";"Others";"Other";"NO Cane";"2025-03-18 12:20:04";"2025-03-18 12:20:04"
"2025-03-14";"2025-03-15 05:30:00";"2025-03-15 13:07:00";"3MW Turbine (New)";"OTHERS";"Others";"Other";"NO Cane";"2025-03-18 12:21:24";"2025-03-18 12:21:24"
"2025-03-16";"2025-03-17 06:29:00";"2025-03-17 06:30:00";"Grid";"OTHERS";"Others";"Electrical";"30.85 MW_STG set Grid Breaker auto tripped at 06:29AM due to heavy jerk observed from grid side & STG Sync with Grid at 06:30AM .";"2025-03-18 12:23:11";"2025-03-18 12:23:11"
